,username,tweet_id,tweet_text,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,org
1287,thestandardth,1652172138630225922,“ขอบคุณทุกคนที่มาร่วมกันทำความสะอาดถนนเพื่อล้างฝุ่น ล้างคราบน้ำมัน ทำให้บ้านเมืองสะอาดขึ้น ซึ่งประชาชนก็สามารถช่วยกัน Big Cleaning และเก็บขยะหน้าบ้านตนเองได้” ชัชชาติ กล่าวในโอกาสร่วมกิจกรรมล้างทางเท้าลดฝุ่นละออง ณ ถนนพรานนก-พุทธมณฑลสาย 4,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-04-29 4:45:08,2024-02-20 21:31:19,https://twitter.com/thestandardth/status/1652172138630225922,,,[],
1288,miewduck,1706708182985494560,อุดมสุขน้ำลดแล้วอ่ะลงเร็วเหมือนกันนะในซ.ปุณณวิถียังล้นฟุตบาทอยู่เลย,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-09-26 16:31:54,2024-02-20 21:31:19,https://twitter.com/miewduck/status/1706708182985494560,,,[],
1289,imyangpa24,1719292258862952920,ชีวิตสาวจุนีที่อยู่หอใน = ต้องยอมเดินอ้อมเพื่อไม่ผ่านฟุตบาทริมถนนพญาไท ๕ ๕ ๕ ๕,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-10-31 9:56:32,2024-02-20 21:31:19,https://twitter.com/imyangpa24/status/1719292258862952920,,,[],
1290,tootsyreview,1734974857212035316,"ยังมีอีกนะ

- ฝนตกแล้วน้ำท่วมขัง เดินไม่ได้ แต่ก็ไม่ได้รับการแก้ไข
- ทางเดินฟุตบาท เดินลำบากมาก เพราะจะมีรถมอเตอร์ไซค์ และเหล่าคนขับรถทุกรูปแบบมายืนเรียงกันรอรับลูกค้า ยืนขวางทางเข้าออก

ถ้าให้คิดดีๆ ปัญหาของ #จ๊อดแฟร์ ตรงพระราม 9 ที่เราเจอ ค่อนข้างพังมากครับ",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-12-13 16:33:34,2024-02-20 21:31:19,https://twitter.com/tootsyreview/status/1734974857212035316,,,[],
1291,1st_Army_Area,1618800733092208640,"“ร่วมใจ ห่วงใย ดูแลประชาชน”
เมื่อวันที่ 27 ม.ค.66 พล.ม.2 รอ. โดย ม.1 พัน.3 รอ. จัดกำลังพล  ฉีดล้างทำความสะอาดพื้นผิวถนน, ทางเดินเท้า, สะพานลอย และป้ายรถประจำทางสาธารณะ เพื่อลดปัญหาฝุ่นละอองขนาดเล็ก(PM 2.5) บริเวณ ถ.พระรามที่3 หน้าศูนย์การค้า Tree on 3 เขตบางคอแหลม 
#กองทัพภาคที่1",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-01-27 2:39:05,2024-02-20 21:31:19,https://twitter.com/1st_Army_Area/status/1618800733092208640,,,"['https://pbs.twimg.com/media/FncirWBakAEECia?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FncirWAaEAANisl?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FncirWUaIAAz48u?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FncirWCaMAAS6zh?format=jpg&name=360x360']",
1292,sumaoone,1648221272114081792,แปะไว้ตรงทางเดินเลย ดีๆ เดินให้เพลิน แล้วมากินให้อิ่ม ส่วนลดทรูหลายร้านมาก #Central พระราม9,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-04-18 7:05:48,2024-02-20 21:31:19,https://twitter.com/sumaoone/status/1648221272114081792,,,['https://pbs.twimg.com/media/Ft-ofwWaUAALs07?format=jpg&name=small'],
1293,sweety2vivi,1709147752507294143,17.05 น. แยกราชเทวีถึงแยกพญาไทน้ำท่วม ถึงขอบฟุตบาทแล้ว,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-10-03 10:05:53,2024-02-20 21:31:19,https://twitter.com/sweety2vivi/status/1709147752507294143,,,['https://pbs.twimg.com/media/F7gc0BQa8AA7NjM?format=jpg&name=small'],
1294,poonphitak,1619213286041616384,"จิตอาสาพระราชทานกองพลทหารม้าที่ 2 รักษาพระองค์ โดย
กองพันทหารม้าที่ 3 กรมทหารม้าที่ 1 รักษาพระองค์
ฉีดล้างทำความสะอาดพื้นผิวถนน ทางเดินเท้า สะพานลอย
และป้ายรถประจำทางสาธารณะ บริเวณ ถนนพระรามที่ 3
เพื่อลดปัญหาฝัน (PM 2.5) ที่อาจส่งผลกระทบต่อสุขภาพของประชาชน #จิตอาสา",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-01-28 5:58:25,2024-02-20 21:31:19,https://twitter.com/poonphitak/status/1619213286041616384,,,['https://pbs.twimg.com/media/FniZ2TfaYAADXBX?format=png&name=small'],
1295,bkkchangelog,1665535123406880768,"#เขตยานนาวา 3/6/2023 (8/8)
#แขวงช่องนนทรี #ทางเท้า #สะพาน #ความปลอดภัย #ถนน
28/4/2023 - รอรับเรื่อง
28/4/2023 - ส่งต่อ(ใหม่)
3/6/2023 - เสร็จสิ้น
#2023-3G9ZRW

139 ถ. พระรามที่ 3 แขวงช่องนนทรี เขตยานนาวา กทม. 10120",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-06-05 1:44:52,2024-02-20 21:31:19,https://twitter.com/bkkchangelog/status/1665535123406880768,,,['https://pbs.twimg.com/media/Fx0rXfkaUAA4ZVz?format=jpg&name=small'],
1296,le0reoerror,1706844140854727034,ฟุตบาทพญาไท โคตรกล่องสุ่ม มีฝนตกครั้งไหนไหมที่เดินอยู่ดีๆแล้วพวกน้ำขังหรืออะไรข้างใต้จะไม่กระเด็นขึ้นมาโดน,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-09-27 1:32:09,2024-02-20 21:31:19,https://twitter.com/le0reoerror/status/1706844140854727034,,,[],
1297,pumichou,1711659089779175521,เกือบขิตบนฟุตบาทรอบที่ n  มอไซประเทศพญาไทเขาเป๊ะอยู่ล้า >_<,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-10-10 8:25:02,2024-02-20 21:31:19,https://twitter.com/pumichou/status/1711659089779175521,,,[],
1298,kaewkaewwtnp,1674057098433290241,พญาไทเมื่อเช้าก็วิ่งบนฟุตบาทจ้า มีการมองหน้าก่อนด้วย,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-06-28 14:08:09,2024-02-20 21:31:19,https://twitter.com/kaewkaewwtnp/status/1674057098433290241,,,['https://pbs.twimg.com/media/Fzn1tY5XgAElA0o?format=jpg&name=small'],
1299,TaoTaoAtichat,1655573413170147340,"สัปดาห์นี้ แถวบ้านปรีดีพนมยงค์ มีป้ายหาเสียงของพรรค..... มาติดมากขึ้น ติดแบบถี่ๆ ทั่งป้ายพรรค ป้ายผู้สมัคร สส.
แต่ติดป้ายแบบไม่แคร์คนใช้ทางเท้า 
ติดป้ายใหญ่ตรงที่มีเสา 2 ต้นใกล้กัน ทำให้ต้องลงไปเดินถนน 
ติดป้ายตรงป้ายรถเมล์ บังการมองเห็น
ปล. พรรคที่ส่งคลิปดูถูกคนอื่นออกมานะ",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-05-08 14:00:35,2024-02-20 21:31:19,https://twitter.com/TaoTaoAtichat/status/1655573413170147340,,,[],
1300,triedasfuck1,1674823384281255936,สมควรจริงบางคน แม่งจอดแช่ข้างฟุตบาทหน้าเซนพระราม9 ไฟขึ้นว่าง พอบอกไปบางกะปิแม่งไม่มองหน้าไม่พูดกับกูเลย นั่งเก๊กหน้าตึงส่ายหัวครั้งเดียว รอเหมาแต่ต่างชาติ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-06-30 16:53:06,2024-02-20 21:31:19,https://twitter.com/triedasfuck1/status/1674823384281255936,,,[],
1301,KwannnL_0805,1697242221794443669,"วันนั้นไปดูไลฟ์ที่ฟรีนเบคไป b2s พระราม9 พี่ฟรีนพูดประมาณว่าแต่ก่อนมีแฟนคลับแค่ไม่กี่คนนั่งคุยกันบนฟุตบาท แต่วันนี้มีคนมาเยอะมากๆ จนหนูไม่รู้ว่าจะส่งพลังไปถึงเค้าไหม ทางนี้ที่นั่งดูอยู่หน้าคอมที่บ้านก็คือโดนตก ที่พี่ฟรีนตั้งใจส่งมา มันมาถึงนะคะ

WE TULIP FREEN
#FavFREENmoment",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-08-31 13:37:33,2024-02-20 21:31:19,https://twitter.com/KwannnL_0805/status/1697242221794443669,,,[],
1302,PochaccoMy,1672806819549556736,ถนนพญาไทวันนี้ยังเจอมอเตอร์ไซค์ขี่ขึ้นฟุตบาทอยู่เลยค่ะ ทั้งขี่ทางเดียวกับถนนและสวนทาง คนเดินเท้าโดนเฉี่ยวไปเฉี่ยวมา มองด้วยตาก็ไม่สำนึก ช่วยปรับจริงจังด้วยค่ะ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-06-25 3:19:59,2024-02-20 21:31:19,https://twitter.com/PochaccoMy/status/1672806819549556736,,,[],
1303,js100radio,1645768128104894464,19:34 #อุบัติเหตุ #ถนนพระราม3 จากใต้สะพานพระราม9 >แยกสาธุประดิษฐ์ ที่ก่อนถึงแยกยานนาวา จยย.ชนฟุตบาท มีผู้ได้รับบาดเจ็บ การจราจรเคลื่อนตัวช้า #รถติด,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-04-11 12:37:53,2024-02-20 21:31:19,https://twitter.com/js100radio/status/1645768128104894464,,,[],
1304,_Cav2Div,1715209425328480405,เมื่อ 19 ต.ค.66 พล.ม.2 รอ. โดยส.พัน.12 จัดกำลังพลจิตอาสาของหน่วย ร่วมกับ สนง.เขตราชเทวี ร่วมกิจกรรมจิตอาสา “เราทำความ ดี ด้วยหัวใจ” พัฒนาปรับปรุงภูมิทัศน์กวาดล้างพื้นฟุตบาท เนื่องในวันปิยมหาราช 23 ตุลาคม ณ บริเวณเกาะพญาไท อนุสาวรีย์ชัยสมรภูมิ เขตราชเทวี กรุงเทพฯ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-10-20 3:32:48,2024-02-20 21:31:19,https://twitter.com/_Cav2Div/status/1715209425328480405,,,"['https://pbs.twimg.com/media/F82l4TXaoAAj-pJ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F82l4TwbUAAz62G?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F82l4URboAAiSyE?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F82l4UwaoAAghcc?format=jpg&name=360x360']",
1305,CDMDanik,1649488995691397122,แยกพระราม9 มุมฝั่งฟอร์จูนตรงโค้ง มีพรรคเส้นด้ายกับพรรคตู่ติดกลางทางเดินบนฟุตบาท เพราะมีเสาเล็กๆ ทางแคบอยู่แล้วคนเลยต้องลงไปเดินถนนถ้ามีคนเดินสวนมา การอนุญาตให้ติดป้ายที่ไหนก็ได้มันเละเทะมากค่ะ ชาวบ้านลำบาก,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-04-21 19:03:17,2024-02-20 21:31:19,https://twitter.com/CDMDanik/status/1649488995691397122,,,[],
1306,js100radio,1708365710781731043,13.17 #อุบัติเหตุ #ถนนอโศกดินแดง ขาออก ช่วงเลยแยกโบสถ์แม่พระ ประมาณ 200 ม. >แยกพระราม9 รถฟอร์จูนเนอร์เสียหลักพุ่งขึ้นฟุตบาทไปชนเสาไฟข้างทาง การจราจรชะลอตัว #รถติด,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-10-01 6:18:20,2024-02-20 21:31:19,https://twitter.com/js100radio/status/1708365710781731043,,,[],
1307,EsTbJbtYn9MuZyn,1625715356324208640,ภาพล่าสุด!!หลังปรับปรุงทางเท้าถนนพระรามที่ 1 (14 ก.พ.66) https://youtu.be/xONT3KTxrrk via @YouTube,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-02-15 4:35:19,2024-02-20 21:31:19,https://twitter.com/EsTbJbtYn9MuZyn/status/1625715356324208640,,,[],
1308,rdullsulis,1723512831956718024,"เมื่อวานนั่งมอไซค์เส้นพญาไท ระหว่างความจอแจความทรมานก็เห็นหมานั่งโง่ๆอยู่บนฟุตบาทตรงวงเวียนสาวรีย์ชัยตัวนึง

มองสัตว์ที่อยู่ในเมืองแล้วมันก็รู้สึก ""สงบ"" เพราะความ unbothered ที่มันสามารถมีต่อความจอแจและแรงกดดันในพื้นที่เมืองล่ะมั้ง

ดูความ being unbothered และ calm ของแรดตัวนี้สิ",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-11-12 1:27:35,2024-02-20 21:31:19,https://twitter.com/rdullsulis/status/1723512831956718024,,,[],
1309,gdgoodygd,1719711186122346704,"WTS 1 ใบ รอบ 14.00
ติดทางเดิน M2
มีค่ากดค่ะ 
DM ได้ นัดรับ MRT พระราม9 เท่านั้น
ส่งเอกสารสำเนาบัตรปชช 
มอบอำนาจให้ได้ค่ะ
เช็คได้ไม่เคยมีประวัติโกงค่ะ
#หอมกลิ่นความรักFinalEP",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-11-01 13:41:12,2024-02-20 21:31:19,https://twitter.com/gdgoodygd/status/1719711186122346704,,,"['https://pbs.twimg.com/media/F92kNFNW8AAWgoz?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F92kNFRXkAAsQR-?format=jpg&name=small']",
1310,Feanbarbie,1619202039539699713,เมื่อกี้รถติดตรงพระราม 9 พอรถเริ่มขยับ คันหน้าก็ไม่ไป คนขับรถลงมาจากรถ นี่ก็ว่ารถเขาเป็นไรรึเปล่า แก เขาลงมาช่วยลูกแมวส้ม มันวิ่งมาอยู่ใต้ท้องรถ พี่เขาก็อุ้มมันไว้บนฟุตบาท ฮือออ คุณพี่ ตัวสั่นเลยเจ้าจิ๋ว ปลอดภัยแล้วนะ,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-01-28 5:13:44,2024-02-20 21:31:19,https://twitter.com/Feanbarbie/status/1619202039539699713,,,[],
1311,Gato80_08,1694659910066442467,"ปล่อยบัตร
วันอาทิตย์ 
บัตร6500 โซน A4 แถว N ติดทางเดินเวที ราคา 8k
ให้สิทธิ์ทุกอย่าง (ถ้าไม่เอาเบเนฟิตลดได้อีกค่ะ) นัดรับได้ mrt พระราม 9 
สนใจสอบถามได้ที่ Line ID : nortrinap
#GeminiFourthConcert
#GeminiFourthMyTurnConcert",ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประตูน้ำ"" OR ""ประเสริฐมนูกิจ"" OR ""ปรีดี พนมยงค์"" OR ""ปุณณวิถี"" OR ""ป้อมมหากาฬ"" OR ""ผ่านฟ้าลีลาศ"" OR ""พญาไท"" OR ""พระราม 9"" OR ""พระรามที่ 1"" OR ""พระรามที่ 2"" OR ""พระรามที่ 3"" OR ""พระรามที่ 4"" OR ""พระรามที่ 5"" OR ""พระรามที่ 6"" OR ""พรานนก"")",2023-08-24 10:36:22,2024-02-20 21:31:19,https://twitter.com/Gato80_08/status/1694659910066442467,,,[],
